2026-03-31 14:07:43 | INFO | utils.logger | Run logger initialized at logs\run_20260331_140743.log
2026-03-31 14:07:43 | INFO | main | ==== New Scan Run Started ====
2026-03-31 14:07:43 | INFO | main | Log file: logs\run_20260331_140743.log
2026-03-31 14:07:43 | INFO | main | Configuration loaded from config/config.yaml
2026-03-31 14:07:43 | DEBUG | main | Runtime settings: har_path=data/input/local_lab.har timeout=15 proxy=False verify_ssl=True max_requests=20
2026-03-31 14:07:43 | INFO | main | Phase 1 start: HAR parsing and baseline replay
2026-03-31 14:07:43 | INFO | core.parser | Parsing HAR file: data/input/local_lab.har
2026-03-31 14:07:43 | DEBUG | core.parser | HAR entries total: 8
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/payment/cards?uid=1001
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/order/detail?order_id=50001
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/user/profile?uid=1001
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/user/settings?uid=1001
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/admin/audit
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/system/announcements?id=1
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/user/avatar?uid=1001
2026-03-31 14:07:43 | DEBUG | core.parser | Accepted API request: GET http://127.0.0.1:8000/api/v1/file/download?file_id=f-1001
2026-03-31 14:07:43 | INFO | core.parser | HAR parsing done: accepted_api_requests=8
2026-03-31 14:07:43 | INFO | main | Phase 1 parsed requests: 8
2026-03-31 14:07:43 | INFO | core.scanner | Baseline replay started: requests=8
2026-03-31 14:07:43 | DEBUG | core.scanner | Sending request: method=GET url=http://127.0.0.1:8000/api/v1/payment/cards params={'uid': '1001'}
2026-03-31 14:07:43 | DEBUG | urllib3.connectionpool | Starting new HTTP connection (1): 127.0.0.1:8000
2026-03-31 14:07:43 | DEBUG | urllib3.connectionpool | http://127.0.0.1:8000 "GET /api/v1/payment/cards?uid=1001 HTTP/1.1" 202 47
2026-03-31 14:07:43 | DEBUG | core.scanner | Baseline request #1 completed: status=202 len=47
2026-03-31 14:07:43 | INFO | core.scanner | Baseline replay finished: results=1
2026-03-31 14:07:43 | DEBUG | core.scanner | Sending request: method=GET url=http://127.0.0.1:8000/api/v1/order/detail params={'order_id': '50001'}
2026-03-31 14:07:43 | DEBUG | urllib3.connectionpool | Resetting dropped connection: 127.0.0.1
2026-03-31 14:07:43 | DEBUG | urllib3.connectionpool | http://127.0.0.1:8000 "GET /api/v1/order/detail?order_id=50001 HTTP/1.1" 200 100
2026-03-31 14:07:43 | DEBUG | core.scanner | Baseline request #2 completed: status=200 len=100
2026-03-31 14:07:43 | INFO | core.scanner | Baseline replay finished: results=2
2026-03-31 14:07:43 | DEBUG | core.scanner | Sending request: method=GET url=http://127.0.0.1:8000/api/v1/user/profile params={'uid': '1001'}
2026-03-31 14:07:43 | DEBUG | urllib3.connectionpool | Resetting dropped connection: 127.0.0.1
